timestamp,params,metrics
2026-03-10 14:07:02,"{""train size"": 1000, ""test size"": 500, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 2, ""discretize method"": 1, ""discretization range"": 2, ""matrix sparsity"": 0.5, ""matrix positive"": 0.25, ""matrix threshold"": 0.8, ""database"": ""bloodmnist"", ""kernel number"": 8}","{""SVM accuracy"": 0.464, ""LR accuracy"": 0.508, ""time"": 76.42134308815002}"
2026-03-10 14:08:19,"{""train size"": 1000, ""test size"": 500, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 2, ""discretize method"": 1, ""discretization range"": 2, ""matrix sparsity"": 0.5, ""matrix positive"": 0.25, ""matrix threshold"": 0.9, ""database"": ""bloodmnist"", ""kernel number"": 8}","{""SVM accuracy"": 0.47, ""LR accuracy"": 0.524, ""time"": 76.38905668258667}"
2026-03-10 14:09:36,"{""train size"": 1000, ""test size"": 500, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 2, ""discretize method"": 1, ""discretization range"": 2, ""matrix sparsity"": 0.5, ""matrix positive"": 0.25, ""matrix threshold"": 1.0, ""database"": ""bloodmnist"", ""kernel number"": 8}","{""SVM accuracy"": 0.468, ""LR accuracy"": 0.522, ""time"": 76.24081659317017}"
2026-03-10 14:10:56,"{""train size"": 1000, ""test size"": 500, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 2, ""discretize method"": 1, ""discretization range"": 2, ""matrix sparsity"": 0.5, ""matrix positive"": 0.25, ""matrix threshold"": 0.6, ""database"": ""bloodmnist"", ""kernel number"": 8}","{""SVM accuracy"": 0.48, ""LR accuracy"": 0.516, ""time"": 80.0946912765503}"
2026-03-10 14:12:16,"{""train size"": 1000, ""test size"": 500, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 3, ""alpha method"": 2, ""discretize method"": 1, ""discretization range"": 2, ""matrix sparsity"": 0.5, ""matrix positive"": 0.25, ""matrix threshold"": 0.7, ""database"": ""bloodmnist"", ""kernel number"": 8}","{""SVM accuracy"": 0.464, ""LR accuracy"": 0.508, ""time"": 79.19149422645569}"
2026-03-10 14:13:35,"{""train size"": 1000, ""test size"": 500, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 1, ""alpha method"": 2, ""discretize method"": 1, ""discretization range"": 2, ""matrix sparsity"": 0.6, ""matrix positive"": 0.2, ""matrix threshold"": 0.7, ""database"": ""bloodmnist"", ""kernel number"": 8}","{""SVM accuracy"": 0.38, ""LR accuracy"": 0.39, ""time"": 78.83266305923462}"
2026-03-10 14:14:53,"{""train size"": 1000, ""test size"": 500, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 1, ""alpha method"": 2, ""discretize method"": 1, ""discretization range"": 2, ""matrix sparsity"": 0.7, ""matrix positive"": 0.15, ""matrix threshold"": 0.7, ""database"": ""bloodmnist"", ""kernel number"": 8}","{""SVM accuracy"": 0.384, ""LR accuracy"": 0.364, ""time"": 77.25453114509583}"
2026-03-10 14:52:31,"{""train size"": 1000, ""test size"": 500, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 1, ""discretize method"": 1, ""discretization range"": 2, ""matrix sparsity"": 0.4, ""matrix positive"": 0.3, ""matrix threshold"": 0.7, ""database"": ""bloodmnist"", ""kernel number"": 8}","{""SVM accuracy"": 0.482, ""LR accuracy"": 0.51, ""time"": 109.48218059539795}"
2026-03-10 17:22:40,"{""train size"": 1000, ""test size"": 500, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 2, ""discretize method"": 1, ""discretization range"": 2, ""matrix sparsity"": 0.5, ""matrix positive"": 0.25, ""matrix threshold"": 0.7, ""database"": ""bloodmnist"", ""kernel number"": 8}","{""SVM accuracy"": 0.156, ""LR accuracy"": 0.162, ""time"": 120.35098838806152}"
2026-03-10 17:24:02,"{""train size"": 1000, ""test size"": 500, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 2, ""discretize method"": 1, ""discretization range"": 2, ""matrix sparsity"": 0.5, ""matrix positive"": 0.25, ""matrix threshold"": 0.8, ""database"": ""bloodmnist"", ""kernel number"": 8}","{""SVM accuracy"": 0.154, ""LR accuracy"": 0.158, ""time"": 81.6808729171753}"
2026-03-10 17:25:24,"{""train size"": 1000, ""test size"": 500, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 2, ""discretize method"": 1, ""discretization range"": 2, ""matrix sparsity"": 0.5, ""matrix positive"": 0.25, ""matrix threshold"": 0.9, ""database"": ""bloodmnist"", ""kernel number"": 8}","{""SVM accuracy"": 0.15, ""LR accuracy"": 0.154, ""time"": 81.65626525878906}"
2026-03-10 17:32:25,"{""train size"": 1000, ""test size"": 500, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 2, ""discretize method"": 1, ""discretization range"": 2, ""matrix sparsity"": 0.5, ""matrix positive"": 0.25, ""matrix threshold"": 0.7, ""database"": ""bloodmnist"", ""kernel number"": 8}","{""SVM accuracy"": 0.148, ""LR accuracy"": 0.142, ""time"": 121.99810528755188}"
2026-03-10 17:45:18,"{""train size"": 1000, ""test size"": 500, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 2, ""discretize method"": 1, ""discretization range"": 2, ""matrix sparsity"": 0.5, ""matrix positive"": 0.25, ""matrix threshold"": 0.7, ""database"": ""bloodmnist"", ""kernel number"": 8}","{""SVM accuracy"": 0.46, ""LR accuracy"": 0.504, ""time"": 129.93386387825012}"
2026-03-10 18:11:22,"{""train size"": 1000, ""test size"": 500, ""q range"": 5, ""svm c"": 1.0, ""quantize method"": 1, ""alpha method"": 2, ""discretize method"": 2, ""discretization range"": 4, ""matrix sparsity"": 0.5, ""matrix positive"": 0.25, ""matrix threshold"": 0.5, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.888, ""LR accuracy"": 0.918, ""time"": 69.27013921737671}"
2026-03-10 18:22:32,"{""train size"": 100, ""test size"": 50, ""q range"": 5, ""svm c"": 1.0, ""quantize method"": 1, ""alpha method"": 2, ""discretize method"": 2, ""discretization range"": 4, ""matrix sparsity"": 0.5, ""matrix positive"": 0.25, ""matrix threshold"": 0.5, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.76, ""LR accuracy"": 0.8, ""time"": 16.11867618560791}"
2026-03-10 18:24:27,"{""train size"": 100, ""test size"": 50, ""q range"": 5, ""svm c"": 1.0, ""quantize method"": 1, ""alpha method"": 2, ""discretize method"": 2, ""discretization range"": 4, ""matrix sparsity"": 0.5, ""matrix positive"": 0.25, ""matrix threshold"": 0.5, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.76, ""LR accuracy"": 0.8, ""time"": 10.017432689666748}"
2026-03-10 18:26:02,"{""train size"": 100, ""test size"": 50, ""q range"": 5, ""svm c"": 1.0, ""quantize method"": 1, ""alpha method"": 2, ""discretize method"": 2, ""discretization range"": 4, ""matrix sparsity"": 0.5, ""matrix positive"": 0.25, ""matrix threshold"": 0.5, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.76, ""LR accuracy"": 0.8, ""time"": 9.512577533721924}"

2026-03-12 15:41:24,"{""train size"": 5000, ""test size"": 1000, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 2, ""discretize method"": 1, ""discretization range"": 2, ""matrix sparsity"": 0.8, ""matrix positive"": 0.1, ""matrix threshold"": 0.7, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.923, ""LR accuracy"": 0.928, ""ens accuracy"": 0.923, ""ens imp accuracy"": 0.934, ""raw svm accuracy"": 0.946, ""raw lr accuracy"": 0.958, ""time"": 171.72073578834534}"
2026-03-12 15:42:57,"{""train size"": 5000, ""test size"": 1000, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 2, ""discretize method"": 1, ""discretization range"": 2, ""matrix sparsity"": 0.8, ""matrix positive"": 0.1, ""matrix threshold"": 0.8, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.926, ""LR accuracy"": 0.933, ""ens accuracy"": 0.924, ""ens imp accuracy"": 0.94, ""raw svm accuracy"": 0.946, ""raw lr accuracy"": 0.958, ""time"": 92.26400446891785}"
2026-03-12 15:45:19,"{""train size"": 5000, ""test size"": 1000, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 2, ""discretize method"": 1, ""discretization range"": 2, ""matrix sparsity"": 0.8, ""matrix positive"": 0.1, ""matrix threshold"": 0.9, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.921, ""LR accuracy"": 0.933, ""ens accuracy"": 0.933, ""ens imp accuracy"": 0.935, ""raw svm accuracy"": 0.946, ""raw lr accuracy"": 0.958, ""time"": 141.87701797485352}"
2026-03-12 15:47:41,"{""train size"": 5000, ""test size"": 1000, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 2, ""discretize method"": 1, ""discretization range"": 2, ""matrix sparsity"": 0.8, ""matrix positive"": 0.1, ""matrix threshold"": 1.0, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.916, ""LR accuracy"": 0.936, ""ens accuracy"": 0.933, ""ens imp accuracy"": 0.945, ""raw svm accuracy"": 0.946, ""raw lr accuracy"": 0.958, ""time"": 141.7949035167694}"
2026-03-12 15:50:04,"{""train size"": 5000, ""test size"": 1000, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 2, ""discretize method"": 1, ""discretization range"": 2, ""matrix sparsity"": 0.8, ""matrix positive"": 0.1, ""matrix threshold"": 0.6, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.917, ""LR accuracy"": 0.932, ""ens accuracy"": 0.927, ""ens imp accuracy"": 0.939, ""raw svm accuracy"": 0.946, ""raw lr accuracy"": 0.958, ""time"": 142.1583149433136}"
2026-03-12 15:51:24,"{""train size"": 5000, ""test size"": 1000, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 3, ""alpha method"": 2, ""discretize method"": 1, ""discretization range"": 2, ""matrix sparsity"": 0.8, ""matrix positive"": 0.1, ""matrix threshold"": 0.7, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.923, ""LR accuracy"": 0.928, ""ens accuracy"": 0.923, ""ens imp accuracy"": 0.934, ""raw svm accuracy"": 0.946, ""raw lr accuracy"": 0.958, ""time"": 80.07785296440125}"
2026-03-12 15:52:44,"{""train size"": 5000, ""test size"": 1000, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 1, ""alpha method"": 2, ""discretize method"": 1, ""discretization range"": 2, ""matrix sparsity"": 0.6, ""matrix positive"": 0.2, ""matrix threshold"": 0.7, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.902, ""LR accuracy"": 0.927, ""ens accuracy"": 0.925, ""ens imp accuracy"": 0.93, ""raw svm accuracy"": 0.946, ""raw lr accuracy"": 0.958, ""time"": 79.30836772918701}"
2026-03-12 15:54:04,"{""train size"": 5000, ""test size"": 1000, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 1, ""alpha method"": 2, ""discretize method"": 1, ""discretization range"": 2, ""matrix sparsity"": 0.7, ""matrix positive"": 0.15, ""matrix threshold"": 0.7, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.905, ""LR accuracy"": 0.918, ""ens accuracy"": 0.926, ""ens imp accuracy"": 0.931, ""raw svm accuracy"": 0.946, ""raw lr accuracy"": 0.958, ""time"": 79.60741209983826}"
2026-03-12 15:56:15,"{""train size"": 5000, ""test size"": 1000, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 1, ""alpha method"": 2, ""discretize method"": 1, ""discretization range"": 2, ""matrix sparsity"": 0.4, ""matrix positive"": 0.3, ""matrix threshold"": 0.7, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.887, ""LR accuracy"": 0.914, ""ens accuracy"": 0.914, ""ens imp accuracy"": 0.922, ""raw svm accuracy"": 0.946, ""raw lr accuracy"": 0.958, ""time"": 131.4401032924652}"
2026-03-12 15:58:32,"{""train size"": 5000, ""test size"": 1000, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 1, ""discretize method"": 1, ""discretization range"": 2, ""matrix sparsity"": 0.4, ""matrix positive"": 0.3, ""matrix threshold"": 0.7, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.923, ""LR accuracy"": 0.925, ""ens accuracy"": 0.923, ""ens imp accuracy"": 0.934, ""raw svm accuracy"": 0.946, ""raw lr accuracy"": 0.958, ""time"": 136.45811438560486}"

2026-03-12 17:48:49,"{""train size"": 5000, ""test size"": 1000, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 2, ""discretize method"": 2, ""discretization range"": 1, ""matrix sparsity"": 0.8, ""matrix positive"": 0.1, ""matrix threshold"": 1.0, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.91, ""LR accuracy"": 0.934, ""ens accuracy"": 0.933, ""ens imp accuracy"": 0.943, ""raw svm accuracy"": 0.946, ""raw lr accuracy"": 0.958, ""time"": 165.71165537834167}"
2026-03-12 17:50:28,"{""train size"": 5000, ""test size"": 1000, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 2, ""discretize method"": 2, ""discretization range"": 2, ""matrix sparsity"": 0.8, ""matrix positive"": 0.1, ""matrix threshold"": 1.0, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.904, ""LR accuracy"": 0.93, ""ens accuracy"": 0.933, ""ens imp accuracy"": 0.939, ""raw svm accuracy"": 0.946, ""raw lr accuracy"": 0.958, ""time"": 98.34797692298889}"
2026-03-12 17:51:50,"{""train size"": 5000, ""test size"": 1000, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 2, ""discretize method"": 2, ""discretization range"": 3, ""matrix sparsity"": 0.8, ""matrix positive"": 0.1, ""matrix threshold"": 1.0, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.917, ""LR accuracy"": 0.938, ""ens accuracy"": 0.933, ""ens imp accuracy"": 0.943, ""raw svm accuracy"": 0.946, ""raw lr accuracy"": 0.958, ""time"": 81.65406227111816}"
2026-03-12 17:53:30,"{""train size"": 5000, ""test size"": 1000, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 2, ""discretize method"": 2, ""discretization range"": 4, ""matrix sparsity"": 0.8, ""matrix positive"": 0.1, ""matrix threshold"": 1.0, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.91, ""LR accuracy"": 0.94, ""ens accuracy"": 0.933, ""ens imp accuracy"": 0.946, ""raw svm accuracy"": 0.945, ""raw lr accuracy"": 0.958, ""time"": 100.54779076576233}"
2026-03-12 17:55:16,"{""train size"": 5000, ""test size"": 1000, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 2, ""discretize method"": 2, ""discretization range"": 5, ""matrix sparsity"": 0.8, ""matrix positive"": 0.1, ""matrix threshold"": 1.0, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.909, ""LR accuracy"": 0.938, ""ens accuracy"": 0.933, ""ens imp accuracy"": 0.945, ""raw svm accuracy"": 0.945, ""raw lr accuracy"": 0.956, ""time"": 105.5947756767273}"
2026-03-12 17:56:47,"{""train size"": 5000, ""test size"": 1000, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 2, ""discretize method"": 2, ""discretization range"": 6, ""matrix sparsity"": 0.8, ""matrix positive"": 0.1, ""matrix threshold"": 1.0, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.914, ""LR accuracy"": 0.935, ""ens accuracy"": 0.933, ""ens imp accuracy"": 0.944, ""raw svm accuracy"": 0.944, ""raw lr accuracy"": 0.954, ""time"": 89.87339878082275}"
2026-03-12 17:58:42,"{""train size"": 5000, ""test size"": 1000, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 2, ""discretize method"": 2, ""discretization range"": 8, ""matrix sparsity"": 0.8, ""matrix positive"": 0.1, ""matrix threshold"": 1.0, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.913, ""LR accuracy"": 0.933, ""ens accuracy"": 0.933, ""ens imp accuracy"": 0.94, ""raw svm accuracy"": 0.947, ""raw lr accuracy"": 0.953, ""time"": 115.04285168647766}"
2026-03-12 18:00:02,"{""train size"": 5000, ""test size"": 1000, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 2, ""discretize method"": 2, ""discretization range"": 10, ""matrix sparsity"": 0.8, ""matrix positive"": 0.1, ""matrix threshold"": 1.0, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.905, ""LR accuracy"": 0.933, ""ens accuracy"": 0.933, ""ens imp accuracy"": 0.935, ""raw svm accuracy"": 0.946, ""raw lr accuracy"": 0.957, ""time"": 79.31146121025085}"
2026-03-12 18:01:21,"{""train size"": 5000, ""test size"": 1000, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 2, ""discretize method"": 2, ""discretization range"": 1, ""matrix sparsity"": 0.8, ""matrix positive"": 0.1, ""matrix threshold"": 0.8, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.923, ""LR accuracy"": 0.931, ""ens accuracy"": 0.924, ""ens imp accuracy"": 0.936, ""raw svm accuracy"": 0.946, ""raw lr accuracy"": 0.958, ""time"": 78.83770322799683}"
2026-03-12 18:02:39,"{""train size"": 5000, ""test size"": 1000, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 2, ""discretize method"": 2, ""discretization range"": 2, ""matrix sparsity"": 0.8, ""matrix positive"": 0.1, ""matrix threshold"": 0.8, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.915, ""LR accuracy"": 0.928, ""ens accuracy"": 0.924, ""ens imp accuracy"": 0.933, ""raw svm accuracy"": 0.946, ""raw lr accuracy"": 0.958, ""time"": 78.46193361282349}"
2026-03-12 18:04:01,"{""train size"": 5000, ""test size"": 1000, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 2, ""discretize method"": 2, ""discretization range"": 3, ""matrix sparsity"": 0.8, ""matrix positive"": 0.1, ""matrix threshold"": 0.8, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.926, ""LR accuracy"": 0.929, ""ens accuracy"": 0.924, ""ens imp accuracy"": 0.938, ""raw svm accuracy"": 0.946, ""raw lr accuracy"": 0.958, ""time"": 81.48925185203552}"
2026-03-12 18:05:22,"{""train size"": 5000, ""test size"": 1000, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 2, ""discretize method"": 2, ""discretization range"": 4, ""matrix sparsity"": 0.8, ""matrix positive"": 0.1, ""matrix threshold"": 0.8, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.915, ""LR accuracy"": 0.933, ""ens accuracy"": 0.924, ""ens imp accuracy"": 0.938, ""raw svm accuracy"": 0.945, ""raw lr accuracy"": 0.958, ""time"": 80.1909909248352}"
2026-03-12 18:06:41,"{""train size"": 5000, ""test size"": 1000, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 2, ""discretize method"": 2, ""discretization range"": 5, ""matrix sparsity"": 0.8, ""matrix positive"": 0.1, ""matrix threshold"": 0.8, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.922, ""LR accuracy"": 0.934, ""ens accuracy"": 0.924, ""ens imp accuracy"": 0.942, ""raw svm accuracy"": 0.945, ""raw lr accuracy"": 0.956, ""time"": 78.72613954544067}"
2026-03-12 18:08:00,"{""train size"": 5000, ""test size"": 1000, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 2, ""discretize method"": 2, ""discretization range"": 6, ""matrix sparsity"": 0.8, ""matrix positive"": 0.1, ""matrix threshold"": 0.8, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.923, ""LR accuracy"": 0.931, ""ens accuracy"": 0.924, ""ens imp accuracy"": 0.937, ""raw svm accuracy"": 0.944, ""raw lr accuracy"": 0.954, ""time"": 79.00409173965454}"
2026-03-12 18:09:19,"{""train size"": 5000, ""test size"": 1000, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 2, ""discretize method"": 2, ""discretization range"": 8, ""matrix sparsity"": 0.8, ""matrix positive"": 0.1, ""matrix threshold"": 0.8, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.924, ""LR accuracy"": 0.929, ""ens accuracy"": 0.924, ""ens imp accuracy"": 0.936, ""raw svm accuracy"": 0.947, ""raw lr accuracy"": 0.953, ""time"": 78.68484568595886}"
2026-03-12 18:10:37,"{""train size"": 5000, ""test size"": 1000, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 2, ""discretize method"": 2, ""discretization range"": 10, ""matrix sparsity"": 0.8, ""matrix positive"": 0.1, ""matrix threshold"": 0.8, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.917, ""LR accuracy"": 0.921, ""ens accuracy"": 0.924, ""ens imp accuracy"": 0.933, ""raw svm accuracy"": 0.946, ""raw lr accuracy"": 0.957, ""time"": 78.34047985076904}"
2026-03-12 18:11:57,"{""train size"": 5000, ""test size"": 1000, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 1, ""discretize method"": 2, ""discretization range"": 1, ""matrix sparsity"": 0.8, ""matrix positive"": 0.1, ""matrix threshold"": 0.7, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.904, ""LR accuracy"": 0.921, ""ens accuracy"": 0.923, ""ens imp accuracy"": 0.933, ""raw svm accuracy"": 0.946, ""raw lr accuracy"": 0.958, ""time"": 79.05818915367126}"
2026-03-12 18:13:16,"{""train size"": 5000, ""test size"": 1000, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 1, ""discretize method"": 2, ""discretization range"": 2, ""matrix sparsity"": 0.8, ""matrix positive"": 0.1, ""matrix threshold"": 0.7, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.918, ""LR accuracy"": 0.927, ""ens accuracy"": 0.923, ""ens imp accuracy"": 0.93, ""raw svm accuracy"": 0.946, ""raw lr accuracy"": 0.958, ""time"": 78.6847333908081}"
2026-03-12 18:14:35,"{""train size"": 5000, ""test size"": 1000, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 1, ""discretize method"": 2, ""discretization range"": 3, ""matrix sparsity"": 0.8, ""matrix positive"": 0.1, ""matrix threshold"": 0.7, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.921, ""LR accuracy"": 0.922, ""ens accuracy"": 0.923, ""ens imp accuracy"": 0.936, ""raw svm accuracy"": 0.946, ""raw lr accuracy"": 0.958, ""time"": 78.84036350250244}"
2026-03-12 18:15:54,"{""train size"": 5000, ""test size"": 1000, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 1, ""discretize method"": 2, ""discretization range"": 4, ""matrix sparsity"": 0.8, ""matrix positive"": 0.1, ""matrix threshold"": 0.7, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.92, ""LR accuracy"": 0.925, ""ens accuracy"": 0.923, ""ens imp accuracy"": 0.933, ""raw svm accuracy"": 0.946, ""raw lr accuracy"": 0.958, ""time"": 79.2434229850769}"
2026-03-12 18:17:14,"{""train size"": 5000, ""test size"": 1000, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 1, ""discretize method"": 2, ""discretization range"": 5, ""matrix sparsity"": 0.8, ""matrix positive"": 0.1, ""matrix threshold"": 0.7, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.927, ""LR accuracy"": 0.921, ""ens accuracy"": 0.923, ""ens imp accuracy"": 0.935, ""raw svm accuracy"": 0.945, ""raw lr accuracy"": 0.956, ""time"": 79.35016512870789}"
2026-03-12 18:18:34,"{""train size"": 5000, ""test size"": 1000, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 1, ""discretize method"": 2, ""discretization range"": 6, ""matrix sparsity"": 0.8, ""matrix positive"": 0.1, ""matrix threshold"": 0.7, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.915, ""LR accuracy"": 0.919, ""ens accuracy"": 0.923, ""ens imp accuracy"": 0.931, ""raw svm accuracy"": 0.945, ""raw lr accuracy"": 0.955, ""time"": 79.51038980484009}"
2026-03-12 18:19:52,"{""train size"": 5000, ""test size"": 1000, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 1, ""discretize method"": 2, ""discretization range"": 8, ""matrix sparsity"": 0.8, ""matrix positive"": 0.1, ""matrix threshold"": 0.7, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.921, ""LR accuracy"": 0.916, ""ens accuracy"": 0.923, ""ens imp accuracy"": 0.924, ""raw svm accuracy"": 0.946, ""raw lr accuracy"": 0.957, ""time"": 78.52425694465637}"
2026-03-12 18:21:11,"{""train size"": 5000, ""test size"": 1000, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 1, ""discretize method"": 2, ""discretization range"": 10, ""matrix sparsity"": 0.8, ""matrix positive"": 0.1, ""matrix threshold"": 0.7, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.912, ""LR accuracy"": 0.912, ""ens accuracy"": 0.923, ""ens imp accuracy"": 0.925, ""raw svm accuracy"": 0.942, ""raw lr accuracy"": 0.956, ""time"": 78.83758449554443}"

2026-03-13 12:33:30,"{""train size"": 5000, ""test size"": 1000, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 1, ""discretize method"": 2, ""discretization range"": 3, ""matrix sparsity"": 0.8, ""matrix positive"": 0.1, ""matrix threshold"": 0.7, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.921, ""LR accuracy"": 0.922, ""ens accuracy"": 0.923, ""ens imp accuracy"": 0.936, ""raw svm accuracy"": 0.946, ""raw lr accuracy"": 0.958, ""time"": 208.9784333705902}"
2026-03-13 12:35:28,"{""train size"": 5000, ""test size"": 1000, ""q range"": 5, ""svm c"": 3.0, ""quantize method"": 2, ""alpha method"": 1, ""discretize method"": 2, ""discretization range"": 3, ""matrix sparsity"": 0.8, ""matrix positive"": 0.1, ""matrix threshold"": 0.8, ""database"": ""digit"", ""kernel number"": 8}","{""SVM accuracy"": 0.922, ""LR accuracy"": 0.933, ""ens accuracy"": 0.924, ""ens imp accuracy"": 0.937, ""raw svm accuracy"": 0.946, ""raw lr accuracy"": 0.958, ""time"": 116.92042231559753}"
